,Average ELA Proficiency,Average Math Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged
627,2.21,2.31,68,1,0,1,0,0,0,0,0,0,71,3,0,2,0,0,0,0,0,3,66,2,0,1,0,0,0,0,0,2,66,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,86,3,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,2.36,2.33,62,1,0,0,1,0,0,0,0,1,62,2,0,1,1,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,64,4,0,4,0,0,0,0,0,0,64,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,2.55,2.74,89,8,0,2,6,0,0,0,0,0,90,14,0,3,10,1,0,0,1,0,82,11,0,1,8,0,0,0,1,9,84,15,0,4,8,0,0,0,2,14,80,3,0,1,2,0,0,0,0,2,82,5,0,0,5,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,2.39,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,43,0,18,7,0,0,0,0,36,177,35,0,11,8,15,0,0,0,30,200,15,0,3,5,7,0,0,0,15,206,34,0,13,9,12,0,0,0,31,223,21,0,8,9,0,0,0,0,20,141,0,0,0,0,0,0,0,0,0
631,2.12,2.04,59,1,0,1,0,0,0,0,0,0,61,1,0,1,0,0,0,0,0,1,64,4,0,2,0,0,0,0,0,3,66,5,0,3,0,0,0,0,0,4,64,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,49,4,0,2,2,0,0,0,0,3,49,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,1,0,0,1,0,0,0,0,0,52,3,0,1,2,0,0,0,0,2,52,0,0,0,0,0,0,0,0,0
632,1.95,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,33,1,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
633,2.04,2.12,40,1,0,1,0,0,0,0,0,0,40,1,0,1,0,0,0,0,0,0,29,2,0,2,0,0,0,0,0,0,28,3,0,3,0,0,0,0,0,0,37,1,0,1,0,0,0,0,0,0,37,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,2.11,2.22,36,1,0,0,0,0,0,0,0,1,34,4,0,3,0,0,0,0,0,4,33,3,0,3,0,0,0,0,0,0,35,2,0,2,0,0,0,0,0,0,44,1,0,1,0,0,0,0,0,0,45,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,2.28,2.3,101,3,0,2,0,1,0,0,0,3,101,2,0,1,1,0,0,0,0,2,95,3,0,0,3,0,0,0,0,2,98,7,0,2,4,0,0,0,0,5,94,8,0,3,3,2,0,0,0,5,97,9,0,1,5,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,2.45,2.54,85,1,0,0,0,0,0,0,0,1,84,3,0,1,1,0,0,0,0,3,108,5,0,3,2,0,0,0,0,5,108,4,0,3,0,0,1,0,0,4,102,4,0,2,2,0,0,0,0,3,100,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,2.49,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,7,0,5,2,0,0,0,0,7,96,3,0,3,0,0,0,0,0,2,103,4,0,2,0,0,0,0,0,4,103,4,0,2,0,0,0,0,0,3,96,13,0,7,4,0,0,0,0,9,66,1,0,1,0,0,0,0,0,1
638,2.16,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5,0,2,0,0,0,0,0,5,60,4,0,2,0,0,0,0,0,4,65,1,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0
639,2.61,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,0,1,0,0,0,0,0,0,67,2,0,2,0,0,0,0,0,1,67,6,0,3,1,0,0,0,0,2,68,9,0,3,3,0,0,0,0,6,67,6,0,4,0,0,0,0,0,5,67,5,0,3,0,0,0,0,0,5
640,2.27,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1,0,1,0,0,0,0,0,1,75,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,70,4,0,4,0,0,0,0,0,4,71,5,0,4,0,0,0,0,0,4
641,2.72,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,13,0,7,0,0,0,0,0,10,107,18,0,10,0,0,0,0,0,15,99,6,0,4,0,0,0,0,0,3,99,5,0,4,0,0,0,0,0,5,97,13,0,7,3,3,0,0,0,8,97,19,0,10,8,1,0,0,0,14
642,,,53,0,0,0,0,0,0,0,0,0,54,1,0,1,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,1.96,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,76,2,0,0,1,0,0,0,1,2,110,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0
644,2.22,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,7,0,1,5,0,0,0,0,4,114,11,0,2,8,0,0,0,0,8,111,11,0,1,10,0,0,0,0,10,111,6,0,0,3,2,0,0,0,6,114,4,0,0,4,0,0,0,0,4,118,8,0,1,6,0,0,0,0,7
645,2.32,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,2,0,0,2,0,0,0,0,0,127,3,0,0,3,0,0,0,0,0,126,5,0,2,3,0,0,0,0,5,142,5,0,0,5,0,0,0,0,4,133,4,0,1,2,0,0,0,0,4,108,0,0,0,0,0,0,0,0,0
646,2.19,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
647,2.25,2.4,93,3,0,1,0,0,0,0,0,1,95,12,0,7,0,0,0,0,0,5,90,9,0,5,0,0,0,0,0,7,92,10,0,6,0,0,0,0,0,6,87,6,0,1,5,0,0,0,0,5,89,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,2.19,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3,0,2,0,0,0,0,0,3,75,2,0,1,0,0,0,0,0,2,85,1,0,1,0,0,0,0,0,1,86,1,0,1,0,0,0,0,0,1,84,1,0,0,0,0,0,0,0,1,85,0,0,0,0,0,0,0,0,0
649,2.34,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4,0,0,4,0,0,0,0,0,98,4,0,0,3,0,0,0,0,4,101,1,0,0,0,0,0,0,0,0,102,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,2.71,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,25,0,0,5,0,16,0,0,20,118,36,0,0,6,0,15,0,3,30,130,22,0,0,2,0,16,0,0,15,132,16,0,0,5,0,7,0,0,11,144,34,0,0,6,0,21,0,0,22,147,20,0,0,3,0,10,0,0,13
651,2.64,3.0,104,7,0,0,2,1,3,0,0,1,113,26,0,0,2,16,6,0,4,13,89,16,0,0,3,11,2,0,0,8,93,28,0,0,3,23,2,0,4,18,83,5,0,0,1,1,0,0,0,2,88,20,0,0,2,15,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,2.41,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,31,0,9,3,17,0,0,0,23,303,46,0,9,6,26,0,0,1,39,300,14,0,3,3,6,0,0,0,10,324,27,0,5,4,12,6,0,0,25,332,29,0,3,10,12,0,0,0,26,345,26,0,2,3,17,0,0,1,23
653,2.82,3.32,147,15,0,0,0,15,0,0,1,0,156,61,0,0,0,59,2,0,17,0,164,39,0,0,3,34,0,0,0,37,165,70,0,0,1,67,0,0,8,67,133,22,0,0,1,21,0,0,0,0,136,56,0,0,4,51,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,2.88,3.2,209,42,0,0,5,10,24,3,0,15,213,86,0,0,9,19,54,4,2,44,233,60,0,0,8,10,41,0,0,25,240,70,0,0,7,18,43,0,1,27,198,47,0,0,4,0,31,0,0,18,204,54,0,0,5,0,29,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,2.82,3.09,135,25,0,1,3,12,7,2,0,6,136,59,0,2,9,21,23,4,0,20,122,33,0,0,6,14,11,0,0,17,123,52,0,0,9,20,21,0,0,30,112,12,0,0,1,4,6,0,0,5,113,29,0,0,5,12,11,0,0,19,165,35,0,0,4,11,18,0,0,24,170,43,0,0,4,14,23,0,1,26,152,20,0,0,3,0,12,0,0,11,157,31,0,0,8,0,17,0,0,15,151,24,0,0,7,0,11,0,0,13,153,23,0,0,2,0,16,0,0,12
656,2.71,3.44,261,10,0,0,0,10,0,0,0,5,276,118,0,0,3,110,5,0,39,81,269,65,0,0,0,64,0,0,0,51,277,125,0,0,2,121,0,0,19,90,275,35,0,0,0,34,0,0,0,22,283,148,0,0,2,145,0,0,17,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,2.84,2.98,88,5,0,0,0,2,3,0,0,4,92,23,0,0,1,15,7,0,0,14,102,27,0,0,7,9,0,0,0,14,105,26,0,0,0,16,6,0,1,16,87,15,0,0,3,11,1,0,0,12,91,19,0,0,2,16,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,2.8,2.97,81,4,0,0,0,0,4,0,0,3,85,24,0,0,3,0,16,0,3,19,92,18,0,0,0,5,11,0,0,7,93,29,0,0,0,13,15,0,1,20,78,12,0,0,2,0,9,0,0,5,78,14,0,0,0,0,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,2.69,3.25,224,14,0,0,0,14,0,0,0,6,237,76,0,0,1,73,0,0,25,42,196,32,0,0,1,31,0,0,2,22,202,79,0,0,1,75,0,0,24,54,172,21,0,0,2,18,0,0,0,15,179,52,0,0,1,49,0,0,8,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,2.69,3.07,70,4,0,0,1,0,0,0,0,3,72,11,0,0,3,0,2,0,0,8,64,13,0,0,4,0,3,0,0,11,65,13,0,0,2,0,4,0,1,12,90,10,0,0,0,0,4,0,0,5,92,17,0,0,2,0,3,0,0,7,86,26,0,0,6,6,14,0,0,18,90,38,0,0,8,20,10,0,1,27,66,9,0,0,0,4,4,0,0,8,70,10,0,0,0,4,5,0,0,9,68,2,0,0,0,1,1,0,0,1,68,19,0,0,4,8,7,0,0,12
661,2.5,2.8,94,6,0,0,2,3,1,0,0,5,95,25,0,0,6,14,2,0,1,18,71,12,0,0,4,7,0,0,0,10,71,10,0,0,2,8,0,0,0,10,68,2,0,0,0,2,0,0,0,2,68,6,0,0,1,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,2.67,3.12,171,14,0,0,0,10,3,0,1,11,180,52,0,0,0,39,11,0,8,46,177,24,0,0,0,14,8,0,0,22,184,37,0,0,0,28,7,0,3,35,154,14,0,0,2,5,7,0,0,10,163,40,0,0,3,22,14,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,2.98,3.41,249,34,0,0,1,26,0,0,0,24,256,130,0,0,15,94,0,0,6,98,273,80,0,0,10,63,0,0,2,68,276,118,0,0,7,104,0,0,13,101,243,53,0,0,2,42,9,0,0,41,246,91,0,0,1,81,9,0,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,2.39,2.51,125,4,0,0,1,3,0,0,0,3,134,16,0,0,4,12,0,0,1,10,129,7,0,0,0,6,1,0,0,5,135,10,0,0,0,10,0,0,0,9,130,6,0,0,1,2,3,0,0,3,141,3,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,2.74,3.03,81,4,0,0,0,3,1,0,0,3,84,18,0,0,0,15,1,0,1,16,89,22,0,0,0,9,4,0,0,17,93,17,0,0,0,10,3,0,0,12,86,9,0,0,0,4,4,0,0,8,87,21,0,0,0,12,7,0,0,19,178,35,0,0,5,26,4,0,0,26,178,79,0,0,6,62,11,0,2,67,161,20,0,0,0,14,3,0,0,20,162,54,0,0,0,45,5,0,0,54,151,22,0,0,0,13,3,0,0,19,121,13,0,0,0,8,3,0,0,10
666,2.9,3.11,108,15,0,0,1,2,12,0,0,4,110,33,0,0,2,8,23,0,1,8,111,35,0,0,2,0,25,0,0,9,116,42,0,0,1,0,29,0,0,13,108,24,0,0,1,0,21,0,0,5,108,32,0,0,1,0,27,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,2.81,3.15,126,12,0,0,0,5,5,0,0,6,136,44,0,0,0,28,12,0,4,25,166,39,0,0,8,15,16,0,1,13,170,55,0,0,10,28,17,0,3,24,149,25,0,0,2,15,8,0,1,10,157,41,0,0,4,23,14,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,3.83,4.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,225,0,0,0,167,50,0,0,140,279,261,0,0,0,194,58,0,0,167,324,226,0,0,0,154,61,0,0,121,324,304,0,0,0,206,83,0,0,166,344,261,0,0,0,203,55,0,0,159,339,312,0,0,0,246,59,0,0,196
669,2.46,2.59,63,8,0,0,3,0,5,0,0,5,65,10,0,0,3,1,6,0,0,6,65,11,0,0,6,1,4,0,1,4,68,8,0,0,5,1,2,0,0,3,69,3,0,0,1,0,1,0,0,1,70,3,0,0,0,0,2,0,0,1,65,11,0,0,5,3,0,0,0,9,66,14,0,0,7,3,0,0,1,13,47,2,0,0,1,0,0,0,0,1,47,8,0,0,4,2,0,0,0,3,53,11,0,0,4,5,2,0,0,8,53,13,0,0,3,7,3,0,0,8
670,2.76,3.13,203,8,0,0,0,3,5,0,0,3,210,47,0,0,0,18,27,0,1,28,203,49,0,0,0,15,30,0,0,27,208,72,0,0,0,28,38,0,2,41,215,23,0,0,0,11,11,0,0,14,223,52,0,0,0,23,26,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,3.13,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,168,0,0,11,103,53,0,0,118,500,228,0,0,13,157,55,0,2,160,476,102,0,0,0,59,35,0,1,67,486,214,0,0,0,146,57,0,4,150,430,121,0,0,6,68,47,0,0,86,347,71,0,0,4,54,13,0,2,58
672,2.93,3.23,166,27,0,0,1,16,10,0,0,15,169,69,0,0,3,52,14,0,1,47,196,66,0,0,0,44,16,0,0,39,203,93,0,0,0,71,16,0,5,58,176,28,0,0,0,17,9,0,0,15,182,51,0,0,0,36,11,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
