,School Name,SED Code,Location Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Grade Low,Grade High,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Collaborative Teachers %,Supportive Environment %,Effective School Leadership %,Strong Family-Community Ties %,Trust %,Rigorous Instruction Rating_Approaching Target,Rigorous Instruction Rating_Exceeding Target,Rigorous Instruction Rating_Meeting Target,Rigorous Instruction Rating_Not Meeting Target,Collaborative Teachers Rating_Approaching Target,Collaborative Teachers Rating_Exceeding Target,Collaborative Teachers Rating_Meeting Target,Collaborative Teachers Rating_Not Meeting Target,Supportive Environment Rating_Approaching Target,Supportive Environment Rating_Exceeding Target,Supportive Environment Rating_Meeting Target,Supportive Environment Rating_Not Meeting Target,Effective School Leadership Rating_Approaching Target,Effective School Leadership Rating_Exceeding Target,Effective School Leadership Rating_Meeting Target,Effective School Leadership Rating_Not Meeting Target,Strong Family-Community Ties Rating_Approaching Target,Strong Family-Community Ties Rating_Exceeding Target,Strong Family-Community Ties Rating_Meeting Target,Strong Family-Community Ties Rating_Not Meeting Target,Trust Rating_Approaching Target,Trust Rating_Exceeding Target,Trust Rating_Meeting Target,Trust Rating_Not Meeting Target,Student Achievement Rating_Approaching Target,Student Achievement Rating_Exceeding Target,Student Achievement Rating_Meeting Target,Student Achievement Rating_Not Meeting Target
579,M.S. K394,331700010394,17K394,17,40.672706,-73.92893000000001,"188 ROCHESTER AVE BROOKLYN, NY 11213",BROOKLYN,11213,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.797,32470.47,4%,6%,77%,15%,92%,1%,0.92,0.24,0.89,0.86,0.83,0.8,0.82,0.85,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
580,P.S. 397 FOSTER-LAURIE,331700010397,17K397,17,40.658733000000005,-73.946384,"490 FENIMORE ST BROOKLYN, NY 11203",BROOKLYN,11203,"0K,01,02,03,04,05",0K,05,No,0.815,42545.15,12%,2%,83%,8%,91%,4%,0.93,0.27,0.94,0.85,0.89,0.72,0.83,0.86,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
581,P.S. 398 WALTER WEAVER,331700010398,17K398,17,40.663965999999995,-73.927858,"60 E 94TH ST BROOKLYN, NY 11212",BROOKLYN,11212,"PK,0K,01,02,03,04,05",PK,05,No,0.868,36313.08,6%,1%,73%,12%,85%,1%,0.88,0.46,0.89,0.89,0.86,0.79,0.82,0.92,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
582,P.S. 399 STANLEY EUGENE CLARK,331700010399,17K399,17,40.648247,-73.951778,"2707 ALBERMARLE RD BROOKLYN, NY 11226",BROOKLYN,11226,"0K,01,02,03,04,05",0K,05,No,0.725,40553.81,9%,3%,72%,14%,86%,1%,0.93,0.25,0.82,0.69,0.97,0.53,0.87,0.77,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
583,RONALD EDMONDS LEARNING CENTER II,331700010484,17K484,23,40.673118,-73.920067,"430 HOWARD AVE BROOKLYN, NY 11233",BROOKLYN,11233,"06,07,08",06,08,No,0.8440000000000001,48443.1284931506,4%,1%,84%,13%,96%,1%,0.9,0.36,0.97,1.0,1.0,0.98,0.95,1.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
584,"SCHOOL FOR HUMAN RIGHTS, THE",331700011531,17K531,17,40.658665,-73.943838,"600 KINGSTON AVE BROOKLYN, NY 11203",BROOKLYN,11203,"06,07,08,09,10,11,12",06,12,No,0.687,48443.1284931506,4%,1%,87%,10%,97%,0%,0.94,0.18,0.97,0.99,0.86,0.95,0.8,0.94,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
585,NEW BRIDGES ELEMENTARY,331700010532,17K532,17,40.669514,-73.93432800000001,"1025 EASTERN PKWY BROOKLYN, NY 11213",BROOKLYN,11213,"PK,0K,01,02,03,04,05",PK,05,No,0.863,34016.72,7%,1%,74%,21%,95%,2%,0.91,0.34,0.91,0.97,0.96,0.96,0.92,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,SCHOOL FOR DEMOCRACY AND LEADERSHIP,331700011533,17K533,17,40.658665,-73.943838,"600 KINGSTON AVE BROOKLYN, NY 11203",BROOKLYN,11203,"06,07,08,09,10,11,12",06,12,No,0.653,48443.1284931506,5%,0%,88%,8%,96%,1%,0.88,0.36,0.84,0.72,0.77,0.76,0.72,0.85,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
587,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",331700011543,17K543,17,40.649588,-73.957176,"911 FLATBUSH AVE BROOKLYN, NY 11226",BROOKLYN,11226,"06,07,08,09,10,11,12",06,12,No,0.536,48443.1284931506,0%,3%,86%,8%,94%,1%,0.97,0.06,0.97,0.96,0.89,0.91,0.9,0.94,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
588,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,331700011590,17K590,17,40.667,-73.951014,"1186 CARROLL ST BROOKLYN, NY 11225",BROOKLYN,11225,"06,07,08,09,10,11,12",06,12,No,0.46399999999999997,48443.1284931506,1%,3%,88%,5%,93%,1%,0.97,0.04,0.87,0.89,0.79,0.8,0.81,0.85,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
589,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,331700010705,17K705,17,40.677036,-73.960074,"443 ST MARKS AVE BROOKLYN, NY 11238",BROOKLYN,11238,"PK,0K,01,02,03,04,05",PK,05,No,0.7,47728.34,7%,6%,49%,29%,78%,14%,0.91,0.35,0.9,0.92,0.91,0.86,0.92,0.97,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
590,NEW HEIGHTS MIDDLE SCHOOL,331700010722,17K722,17,40.662087,-73.936458,"790 E NEW YORK AVE BROOKLYN, NY 11203",BROOKLYN,11203,"06,07,08",06,08,No,0.7440000000000001,48443.1284931506,5%,1%,82%,11%,93%,0%,0.93,0.18,0.85,0.82,0.81,0.87,0.86,0.9,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
591,P.S. 770 NEW AMERICAN ACADEMY,331700010770,17K770,17,40.663965999999995,-73.927858,"60 E 94TH ST BROOKLYN, NY 11212",BROOKLYN,11212,"0K,01,02,03,04,05",0K,05,No,0.654,42794.29,2%,1%,65%,8%,73%,16%,0.93,0.23,0.83,0.91,0.84,0.92,0.92,0.98,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
592,P.S. 66,331800010066,18K066,18,40.648646,-73.906851,"845 E 96TH ST BROOKLYN, NY 11236",BROOKLYN,11236,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.526,56939.68,2%,1%,88%,7%,95%,3%,0.95,0.12,0.81,0.78,0.84,0.77,0.84,0.87,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
593,I.S. 068 ISAAC BILDERSEE,331800010068,18K068,18,40.635220000000004,-73.910912,"956 E 82ND ST BROOKLYN, NY 11236",BROOKLYN,11236,"06,07,08",06,08,No,0.59,48443.1284931506,15%,1%,90%,5%,95%,3%,0.92,0.25,0.81,0.88,0.77,0.75,0.77,0.88,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
594,P.S. 114 RYDER ELEMENTARY,331800010114,18K114,18,40.642544,-73.90803000000001,"1077 REMSEN AVE BROOKLYN, NY 11236",BROOKLYN,11236,"PK,0K,01,02,03,04,05",PK,05,No,0.7020000000000001,57130.2,12%,2%,81%,10%,91%,6%,0.92,0.28,0.93,0.88,0.93,0.91,0.9,0.92,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
595,P.S. 115 DANIEL MUCATEL SCHOOL,331800010115,18K115,18,40.634851,-73.89789499999999,"1500 E 92ND ST BROOKLYN, NY 11236",BROOKLYN,11236,"PK,0K,01,02,03,04,05",PK,05,No,0.55,59768.44,3%,3%,85%,8%,92%,3%,0.94,0.18,0.93,0.93,0.92,0.89,0.86,0.94,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
596,P.S. 135 SHELDON A. BROOKNER,331800010135,18K135,18,40.653258,-73.932975,"684 LINDEN BLVD BROOKLYN, NY 11203",BROOKLYN,11203,"PK,0K,01,02,03,04,05",PK,05,No,0.68,41884.4,4%,1%,88%,7%,95%,2%,0.95,0.18,0.82,0.83,0.89,0.71,0.83,0.87,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
597,P.S. 208 ELSA EBELING,331800010208,18K208,18,40.642701,-73.9309,"4801 AVE D BROOKLYN, NY 11203",BROOKLYN,11203,"PK,0K,01,02,03,04,05",PK,05,No,0.557,57979.65,2%,1%,93%,3%,97%,2%,0.94,0.21,0.94,0.92,0.94,0.83,0.85,0.92,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
598,I.S. 211 JOHN WILSON,331800010211,18K211,18,40.643163,-73.895658,"1001 E 100TH ST BROOKLYN, NY 11236",BROOKLYN,11236,"06,07,08",06,08,No,0.601,48443.1284931506,4%,1%,87%,11%,98%,1%,0.93,0.21,0.87,0.79,0.78,0.76,0.74,0.81,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
599,P.S. 219 KENNEDY-KING,331800010219,18K219,18,40.658996,-73.922485,"1060 CLARKSON AVE BROOKLYN, NY 11212",BROOKLYN,11212,"PK,0K,01,02,03,04,05",PK,05,No,0.7709999999999999,38077.71,6%,1%,85%,12%,97%,1%,0.91,0.35,0.86,0.84,0.89,0.73,0.78,0.88,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
600,P.S. 233 LANGSTON HUGHES,331800010233,18K233,18,40.651408,-73.91402099999999,"9301 AVE B BROOKLYN, NY 11236",BROOKLYN,11236,"PK,0K,01,02,03,04,05",PK,05,No,0.631,48175.62,3%,1%,93%,5%,98%,1%,0.93,0.25,0.89,0.92,0.89,0.84,0.82,0.95,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
601,P.S. 235 JANICE MARIE KNIGHT SCHOOL,331800010235,18K235,18,40.654737,-73.940641,"525 LENOX RD BROOKLYN, NY 11203",BROOKLYN,11203,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.52,48361.64,1%,2%,93%,2%,95%,2%,0.95,0.11,0.92,0.94,0.86,0.9,0.83,0.93,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
602,P.S. 244 RICHARD R. GREEN,331800010244,18K244,18,40.647918,-73.925602,"5404 TILDEN AVE BROOKLYN, NY 11203",BROOKLYN,11203,"PK,0K,01,02,03,04,05",PK,05,No,0.655,48391.98,2%,0%,96%,2%,98%,1%,0.92,0.27,0.94,0.88,0.91,0.71,0.82,0.84,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
603,P.S. 268 EMMA LAZARUS,331800010268,18K268,18,40.657323999999996,-73.92755799999999,"133 E 53RD ST BROOKLYN, NY 11203",BROOKLYN,11203,"PK,0K,01,02,03,04,05",PK,05,No,0.69,44427.28,5%,0%,94%,4%,98%,2%,0.93,0.21,0.98,0.93,0.91,0.91,0.84,0.98,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
604,P.S. 272 CURTIS ESTABROOK,331800010272,18K272,18,40.626334,-73.900586,"101-24 SEAVIEW AVE BROOKLYN, NY 11236",BROOKLYN,11236,"PK,0K,01,02,03,04,05",PK,05,Yes,0.7959999999999999,38950.84,3%,3%,76%,15%,91%,3%,0.9,0.42,0.84,0.8,0.87,0.72,0.81,0.83,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
605,P.S. 276 LOUIS MARSHALL,331800010276,18K276,18,40.633955,-73.908254,"1070 E 83RD ST BROOKLYN, NY 11236",BROOKLYN,11236,"PK,0K,01,02,03,04,05",PK,05,No,0.596,65964.03,8%,1%,91%,5%,96%,1%,0.93,0.22,0.85,0.8,0.88,0.72,0.84,0.86,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
606,P.S. 279 HERMAN SCHREIBER,331800010279,18K279,18,40.644044,-73.892737,"1070 E 104TH ST BROOKLYN, NY 11236",BROOKLYN,11236,"PK,0K,01,02,03,04,05",PK,05,No,0.5720000000000001,62810.21,2%,0%,93%,4%,97%,1%,0.94,0.18,0.88,0.85,0.87,0.79,0.89,0.91,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
607,I.S. 285 MEYER LEVIN,331800010285,18K285,18,40.647443,-73.920775,"5909 BEVERLY RD BROOKLYN, NY 11203",BROOKLYN,11203,"06,07,08",06,08,No,0.606,48443.1284931506,1%,0%,94%,5%,99%,1%,0.92,0.26,0.89,0.84,0.8,0.82,0.73,0.81,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
608,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,331800010366,18K366,18,40.647417,-73.891766,"965 E 107TH ST BROOKLYN, NY 11236",BROOKLYN,11236,"06,07,08",06,08,No,0.534,48443.1284931506,2%,1%,92%,7%,99%,1%,0.95,0.13,0.85,0.81,0.78,0.77,0.81,0.84,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
609,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,331800010581,18K581,18,40.658685,-73.928682,"905 WINTHROP ST BROOKLYN, NY 11203",BROOKLYN,11203,"06,07,08",06,08,Yes,0.7,48443.1284931506,11%,2%,89%,2%,91%,2%,0.92,0.23,0.83,0.76,0.8,0.75,0.8,0.81,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
610,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,331800010588,18K588,18,40.65785,-73.92003199999999,"1084 LENOX RD BROOKLYN, NY 11212",BROOKLYN,11212,"06,07,08",06,08,No,0.778,48443.1284931506,6%,0%,88%,6%,94%,1%,0.92,0.26,0.84,0.82,0.82,0.84,0.79,0.84,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
611,MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES,331800010598,18K598,18,40.658685,-73.928682,"905 WINTHROP ST BROOKLYN, NY 11203",BROOKLYN,11203,"06,07,08",06,08,No,0.608,48443.1284931506,5%,2%,89%,7%,96%,2%,0.92,0.23,0.85,0.88,0.83,0.83,0.8,0.87,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
612,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,331800010763,18K763,18,40.647918,-73.925602,"5404 TILDEN AVE BROOKLYN, NY 11203",BROOKLYN,11203,"06,07,08",06,08,No,0.535,48443.1284931506,3%,0%,95%,3%,97%,1%,0.95,0.1,0.98,1.0,0.95,0.98,0.81,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,P.S. 007 ABRAHAM LINCOLN,331900010007,19K007,19,40.689594,-73.872989,"858 JAMAICA AVE BROOKLYN, NY 11208",BROOKLYN,11208,"PK,0K,01,02,03,04,05",PK,05,No,0.7829999999999999,42863.84,19%,7%,9%,80%,90%,2%,0.92,0.29,0.86,0.77,0.86,0.64,0.82,0.83,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
614,P.S. 013 ROBERTO CLEMENTE,331900010013,19K013,19,40.663784,-73.893259,"557 PENNSYLVANIA AVE BROOKLYN, NY 11207",BROOKLYN,11207,"PK,0K,01,02,03,04,05",PK,05,No,0.892,35908.98,12%,1%,67%,28%,95%,3%,0.91,0.34,0.91,0.79,0.77,0.66,0.85,0.79,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
615,P.S. 065,331900010065,19K065,19,40.686902,-73.878276,"696 JAMAICA AVE BROOKLYN, NY 11208",BROOKLYN,11208,"0K,01,02,03,04,05",0K,05,No,0.8170000000000001,40028.43,27%,2%,11%,82%,92%,0%,0.94,0.19,0.97,0.93,0.98,0.88,0.87,0.96,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
616,P.S. 089 CYPRESS HILLS,331900010089,19K089,19,40.677777,-73.886699,"265 WARWICK ST BROOKLYN, NY 11207",BROOKLYN,11207,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.8240000000000001,38667.98,41%,1%,3%,95%,98%,0%,0.95,0.1,0.83,0.85,0.91,0.72,0.85,0.9,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
617,P.S. 108 SAL ABBRACCIAMENTO,331900010108,19K108,19,40.681272,-73.884346,"200 LINWOOD ST BROOKLYN, NY 11208",BROOKLYN,11208,"0K,01,02,03,04,05",0K,05,No,0.838,41992.07,12%,6%,12%,79%,91%,2%,0.92,0.3,0.96,0.92,0.96,0.88,0.85,0.94,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
618,P.S. 149 DANNY KAYE,331900010149,19K149,19,40.669352,-73.89276,"700 SUTTER AVE BROOKLYN, NY 11207",BROOKLYN,11207,"PK,0K,01,02,03,04,05",PK,05,No,0.8740000000000001,31075.24,8%,3%,63%,32%,96%,1%,0.9,0.4,0.96,0.73,0.84,0.61,0.77,0.77,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
619,P.S. 158 WARWICK,331900010158,19K158,19,40.672588,-73.88519699999999,"400 ASHFORD ST BROOKLYN, NY 11207",BROOKLYN,11207,"PK,0K,01,02,03,04,05",PK,05,Yes,0.877,34815.04,7%,1%,55%,41%,96%,0%,0.9,0.39,0.93,0.94,0.92,0.89,0.89,0.96,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
620,P.S. 159 ISAAC PITKIN,331900010159,19K159,19,40.676117,-73.869676,"2781 PITKIN AVE BROOKLYN, NY 11208",BROOKLYN,11208,"0K,01,02,03,04,05",0K,05,No,0.8370000000000001,33472.14,18%,32%,39%,26%,65%,1%,0.91,0.3,1.0,0.99,0.99,0.94,0.8,0.96,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
621,I.S. 171 ABRAHAM LINCOLN,331900010171,19K171,19,40.685840999999996,-73.869429,"528 RIDGEWOOD AVE BROOKLYN, NY 11208",BROOKLYN,11208,"06,07,08",06,08,No,0.7879999999999999,48443.1284931506,22%,4%,14%,77%,91%,1%,0.92,0.26,0.93,0.94,0.85,0.86,0.76,0.93,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
622,P.S. 190 SHEFFIELD,331900010190,19K190,19,40.662265000000005,-73.894749,"590 SHEFFIELD AVE BROOKLYN, NY 11207",BROOKLYN,11207,"PK,0K,01,02,03,04,05",PK,05,No,0.8340000000000001,48443.1284931506,2%,1%,77%,22%,98%,1%,0.88,0.5,0.89,0.72,0.87,0.61,0.72,0.78,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
623,P.S. 202 ERNEST S. JENKYNS,331900010202,19K202,19,40.666256,-73.876405,"982 HEGEMAN AVE BROOKLYN, NY 11208",BROOKLYN,11208,"0K,01,02,03,04,05",0K,05,No,0.867,30071.23,10%,1%,61%,35%,96%,2%,0.89,0.48,0.86,0.71,0.78,0.61,0.77,0.76,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
624,P.S. 213 NEW LOTS,331900010213,19K213,19,40.660047999999996,-73.89021899999999,"580 HEGEMAN AVE BROOKLYN, NY 11207",BROOKLYN,11207,"PK,0K,01,02,03,04,05",PK,05,No,0.833,33621.06,8%,1%,76%,21%,96%,3%,0.9,0.41,0.88,0.72,0.85,0.59,0.79,0.75,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
625,P.S. 214 MICHAEL FRIEDSAM,331900010214,19K214,19,40.676324,-73.863062,"2944 PITKIN AVE BROOKLYN, NY 11208",BROOKLYN,11208,"PK,0K,01,02,03,04,05",PK,05,No,0.838,39739.81,14%,51%,13%,33%,46%,2%,0.93,0.22,0.96,0.91,0.94,0.79,0.85,0.94,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
626,J.H.S. 218 JAMES P. SINNOTT,331900010218,19K218,19,40.670064,-73.87455600000001,"370 FOUNTAIN AVE BROOKLYN, NY 11208",BROOKLYN,11208,"06,07,08",06,08,No,0.857,48443.1284931506,22%,20%,36%,43%,79%,1%,0.89,0.41,0.87,0.85,0.82,0.8,0.79,0.89,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
627,P.S. 224 HALE A. WOODRUFF,331900010224,19K224,19,40.664057,-73.866271,"755 WORTMAN AVE BROOKLYN, NY 11208",BROOKLYN,11208,"PK,0K,01,02,03,04,05",PK,05,No,0.879,28387.84,6%,2%,65%,30%,95%,2%,0.91,0.32,0.86,0.92,0.85,0.81,0.83,0.91,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
628,P.S. 273 WORTMAN,331900010273,19K273,19,40.657866999999996,-73.879289,"923 JEROME ST BROOKLYN, NY 11207",BROOKLYN,11207,"0K,01,02,03,04,05",0K,05,No,0.813,33786.12,2%,1%,75%,23%,97%,1%,0.91,0.36,0.96,0.94,0.92,0.85,0.88,0.94,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
629,P.S. 290 JUAN MOREL CAMPOS,331900010290,19K290,19,40.677932,-73.889763,"135 SCHENCK AVE BROOKLYN, NY 11207",BROOKLYN,11207,"0K,01,02,03,04,05",0K,05,No,0.807,36146.75,17%,4%,24%,70%,94%,1%,0.92,0.28,0.87,0.84,0.89,0.76,0.84,0.89,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
630,J.H.S. 292 MARGARET S. DOUGLAS,331900010292,19K292,19,40.671887,-73.89345300000001,"301 VERMONT ST BROOKLYN, NY 11207",BROOKLYN,11207,"06,07,08",06,08,No,0.848,48443.1284931506,10%,12%,52%,33%,86%,1%,0.91,0.29,0.79,0.79,0.81,0.72,0.72,0.85,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
631,P.S. 306 ETHAN ALLEN,331900010306,19K306,19,40.655260999999996,-73.88633399999999,"970 VERMONT ST BROOKLYN, NY 11207",BROOKLYN,11207,"PK,0K,01,02,03,04,05,06,07,08",PK,08,Yes,0.875,30491.71,3%,1%,74%,23%,98%,1%,0.86,0.57,0.85,0.68,0.78,0.5,0.81,0.75,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
632,ESSENCE SCHOOL,331900010311,19K311,19,40.662265000000005,-73.894749,"590 SHEFFIELD AVE BROOKLYN, NY 11207",BROOKLYN,11207,"06,07,08",06,08,Yes,0.7829999999999999,48443.1284931506,21%,4%,69%,20%,89%,7%,0.9,0.31,0.83,0.96,0.78,0.91,0.84,0.92,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
633,THE FRESH CREEK SCHOOL,331900010325,19K325,19,40.65401,-73.894627,"875 WILLIAMS RD BROOKLYN, NY 11207",BROOKLYN,11207,"PK,0K,01,02,03,04,05",PK,05,No,0.845,28849.37,3%,1%,74%,23%,97%,1%,0.92,0.36,0.83,0.83,0.92,0.78,0.82,0.84,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
634,P.S. 328 PHYLLIS WHEATLEY,331900010328,19K328,19,40.667817,-73.898173,"330 ALABAMA AVE BROOKLYN, NY 11207",BROOKLYN,11207,"PK,0K,01,02,03,04,05",PK,05,Yes,0.9309999999999999,20613.17,17%,2%,57%,37%,94%,3%,0.88,0.51,0.85,0.91,0.92,0.84,0.84,0.92,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
635,P.S. 345 PATROLMAN ROBERT BOLDEN,331900010345,19K345,19,40.676188,-73.879886,"111 BERRIMAN ST BROOKLYN, NY 11208",BROOKLYN,11208,"PK,0K,01,02,03,04,05",PK,05,No,0.8490000000000001,34151.72,16%,7%,38%,51%,89%,2%,0.91,0.33,0.9,0.78,0.86,0.68,0.83,0.82,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
636,P.S. 346 ABE STARK,331900010346,19K346,19,40.646745,-73.881849,"1400 PENNSYLVANIA AVE BROOKLYN, NY 11239",BROOKLYN,11239,"PK,0K,01,02,03,04,05",PK,05,No,0.6759999999999999,30973.01,1%,6%,61%,24%,85%,6%,0.93,0.23,0.92,0.93,0.93,0.85,0.85,0.93,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
637,I.S. 364 GATEWAY,331900010364,19K364,19,40.646471000000005,-73.881132,"1426 FREEPORT LOOP BROOKLYN, NY 11239",BROOKLYN,11239,"06,07,08",06,08,No,0.669,48443.1284931506,2%,2%,69%,26%,94%,3%,0.92,0.3,0.81,0.85,0.82,0.8,0.77,0.87,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
